e57fbf09-8fc1-4e69-a96a-2e966b27cf38,31210-36160,Clutch Pressure Plate Rear LH Koyo Cross,OEM Cover Assembly 275mm - Genuine Toyota Japan / Rear LH Koyo Cross - VDJ79,Land Cruiser 70/75/79 Series + Prado - VDJ79,"clutch,pressure,1hz,genuine,japan,oem,rear lh",Genuine Toyota Japan,967.27,2756.72,4,5
f6e41eb8-818e-4c0d-9ff4-0afbf42f599f,31210-36160-STD01,Clutch Pressure Plate Rear LH STD,OEM Cover Assembly 275mm - Genuine Toyota Japan / Rear LH STD - 5L-E,Land Cruiser 70/75/79 Series + Prado - 5L-E,"clutch,pressure,1hz,genuine,japan,oem,rear lh",Genuine Toyota Japan,71.66,204.23,63,5
6cbbb9bf-1da4-48ee-9c3f-1a9bc1706324,31210-36160-0.502,Clutch Pressure Plate Front Outer 0.50,OEM Cover Assembly 275mm - Genuine Toyota Japan / Front Outer 0.50 - 7L,Land Cruiser 70/75/79 Series + Prado - 7L,"clutch,pressure,1hz,genuine,japan,oem,front outer",Genuine Toyota Japan,1972.14,5620.6,16,5
b055aa73-3482-4d59-ae7a-7af8336f42e0,31210-36160-Jap03,Clutch Pressure Plate Gear Japan OEM,OEM Cover Assembly 275mm - Genuine Toyota Japan / Gear Japan OEM - 7L,Land Cruiser 70/75/79 Series + Prado - 7L,"clutch,pressure,1hz,genuine,japan,oem,gear",Genuine Toyota Japan,2409.3,6866.51,8,5
4ab1645c-7e23-4124-a83d-6ba2d462f65b,31210-36160-Hea04,Clutch Pressure Plate Gear Heavy Duty,OEM Cover Assembly 275mm - Genuine Toyota Japan / Gear Heavy Duty - VDJ79,Land Cruiser 70/75/79 Series + Prado - VDJ79,"clutch,pressure,1hz,genuine,japan,oem,gear",Genuine Toyota Japan,1806.19,5147.64,26,5
5303c867-38bd-4dd3-8de8-d3fa2b20719e,31210-36160-Kit05,Clutch Pressure Plate Transfer Output Kit,OEM Cover Assembly 275mm - Genuine Toyota Japan / Transfer Output Kit - 7L,Land Cruiser 70/75/79 Series + Prado - 7L,"clutch,pressure,1hz,genuine,japan,oem,transfer output",Genuine Toyota Japan,1346.73,3838.18,66,5
cf03cd7d-ee23-4d24-a99b-66c256892dfe,31210-36160-Jap06,Clutch Pressure Plate Clutch Kit Japan OEM,OEM Cover Assembly 275mm - Genuine Toyota Japan / Clutch Kit Japan OEM - VDJ79,Land Cruiser 70/75/79 Series + Prado - VDJ79,"clutch,pressure,1hz,genuine,japan,oem,clutch kit",Genuine Toyota Japan,68.67,195.71,19,5
be84171e-5788-4355-9cf3-1681d6637597,31210-36160-STD07,Clutch Pressure Plate Clutch Kit STD,OEM Cover Assembly 275mm - Genuine Toyota Japan / Clutch Kit STD - 7L,Land Cruiser 70/75/79 Series + Prado - 7L,"clutch,pressure,1hz,genuine,japan,oem,clutch kit",Genuine Toyota Japan,1388.27,3956.57,57,5
e8bfc044-a889-4b0f-8375-bb2356bdb1e6,31210-36160-STD08,Clutch Pressure Plate Transfer Input STD,OEM Cover Assembly 275mm - Genuine Toyota Japan / Transfer Input STD - 1HDT,Land Cruiser 70/75/79 Series + Prado - 1HDT,"clutch,pressure,1hz,genuine,japan,oem,transfer input",Genuine Toyota Japan,1744.06,4970.57,55,5
01d9726d-ccfa-41d6-a397-5a96cc37a4bb,31210-36160-0.209,Clutch Pressure Plate Transfer Output 0.25,OEM Cover Assembly 275mm - Genuine Toyota Japan / Transfer Output 0.25 - 1KD-FTV,Land Cruiser 70/75/79 Series + Prado - 1KD-FTV,"clutch,pressure,1hz,genuine,japan,oem,transfer output",Genuine Toyota Japan,441.48,1258.22,18,5
a7e4902a-6e37-42cc-bbe8-570b9e4d722c,31210-36160-Kit10,Clutch Pressure Plate Hub Kit,OEM Cover Assembly 275mm - Genuine Toyota Japan / Hub Kit - 5L-E,Land Cruiser 70/75/79 Series + Prado - 5L-E,"clutch,pressure,1hz,genuine,japan,oem,hub",Genuine Toyota Japan,1383.17,3942.03,15,5
fe0c2a26-c1ff-4c9b-aa52-a771f4a032e1,31210-36160-Hea11,Clutch Pressure Plate Rear LH Heavy Duty,OEM Cover Assembly 275mm - Genuine Toyota Japan / Rear LH Heavy Duty - 1HZ,Land Cruiser 70/75/79 Series + Prado - 1HZ,"clutch,pressure,1hz,genuine,japan,oem,rear lh",Genuine Toyota Japan,1322.81,3770.01,63,5
4712b40e-e053-4db2-a4e3-59e5ba635578,31210-36160-Koy12,Clutch Pressure Plate Hub Koyo Cross,OEM Cover Assembly 275mm - Genuine Toyota Japan / Hub Koyo Cross - 1HDT,Land Cruiser 70/75/79 Series + Prado - 1HDT,"clutch,pressure,1hz,genuine,japan,oem,hub",Genuine Toyota Japan,386.72,1102.15,62,5
7238005b-eb67-4890-a37f-91d4bdab5c46,31210-36160-STD13,Clutch Pressure Plate Rear RH STD,OEM Cover Assembly 275mm - Genuine Toyota Japan / Rear RH STD - VDJ79,Land Cruiser 70/75/79 Series + Prado - VDJ79,"clutch,pressure,1hz,genuine,japan,oem,rear rh",Genuine Toyota Japan,143.06,407.72,73,5
c4f649c9-330f-40fe-b405-006e9da97718,31210-36160-STD14,Clutch Pressure Plate Rear RH STD,OEM Cover Assembly 275mm - Genuine Toyota Japan / Rear RH STD - 1HZ,Land Cruiser 70/75/79 Series + Prado - 1HZ,"clutch,pressure,1hz,genuine,japan,oem,rear rh",Genuine Toyota Japan,2202.88,6278.21,56,5
4c87c9ab-6c1d-45c5-b946-a0abbde4fb1c,31210-36160-Kit15,Clutch Pressure Plate Rear LH Kit,OEM Cover Assembly 275mm - Genuine Toyota Japan / Rear LH Kit - 1HZ,Land Cruiser 70/75/79 Series + Prado - 1HZ,"clutch,pressure,1hz,genuine,japan,oem,rear lh",Genuine Toyota Japan,534.16,1522.36,23,5
11155294-e3bd-4680-9c59-8ba674852d29,31210-36160-Kit16,Clutch Pressure Plate Gear Kit,OEM Cover Assembly 275mm - Genuine Toyota Japan / Gear Kit - 5L-E,Land Cruiser 70/75/79 Series + Prado - 5L-E,"clutch,pressure,1hz,genuine,japan,oem,gear",Genuine Toyota Japan,406.91,1159.69,18,5
3e46423f-620c-4e1c-9b0d-1493f9e144fd,31210-36160-Hea17,Clutch Pressure Plate Front Outer Heavy Duty,OEM Cover Assembly 275mm - Genuine Toyota Japan / Front Outer Heavy Duty - 7L,Land Cruiser 70/75/79 Series + Prado - 7L,"clutch,pressure,1hz,genuine,japan,oem,front outer",Genuine Toyota Japan,1457.52,4153.93,75,5
cee0d1e9-c5dc-438c-bdd8-ebfcbdc9e07f,31210-36160-0.218,Clutch Pressure Plate Transfer Input 0.25,OEM Cover Assembly 275mm - Genuine Toyota Japan / Transfer Input 0.25 - VDJ79,Land Cruiser 70/75/79 Series + Prado - VDJ79,"clutch,pressure,1hz,genuine,japan,oem,transfer input",Genuine Toyota Japan,1861.87,5306.33,25,5
1e4dc970-f2de-460b-a347-4d46e975ff18,31210-36160-Koy19,Clutch Pressure Plate Rear LH Koyo Cross,OEM Cover Assembly 275mm - Genuine Toyota Japan / Rear LH Koyo Cross - VDJ79,Land Cruiser 70/75/79 Series + Prado - VDJ79,"clutch,pressure,1hz,genuine,japan,oem,rear lh",Genuine Toyota Japan,1938.46,5524.61,69,5
